content,score
menurut saya game naya sudah bagus tapi masalah nya knp tim saya itu bodoh semua tapi tim lawan jago semua untuk monton kalu nagsih tim ngotak lah saya sudah klah 5 kali tapisaya teus menerus ti berikan tim yang tidak seimbang jadi tolong berikan timyang seimbang dan terakir jaringan nya tolong di perbaiki,1
"GG gamink ga adik2, leg 2 Mach g ngaruh",5
Ok lh,5
"Matchmaking ga seimbang mentok bisa winstreak 8x! Kebanyakan lose daripada win , updetan paling busuk di tahun ini",5
Ok,5
Not bad lah game favorit dari 2017,4
Game yg bagus dan menghibur,5
Sangat baik,5
Bang sat,5
Game nya seru asik,5
Sekarang keren,5
Nemu tim gitu2 mulu musuhnya pun kadang suka ngechet tolong dong diperbaiki lagi player2 yg nge Chet diban aja,1
Ntap pokona mah,5
Sanagt jelek🤣🤣🤣🤣,5
Mantap,5
Sekarang makin update makin susah masuk ml yang login new retwork makin mls main ml,1
SERU GAME NYAAA INI GAME TER FAV SIH,5
Tolong lah moonton ban para cheater yg pake mood bikin lag sama map hack,5
Jos,5
Bagus,5
Main kalah mulu,5
"Knpa tiba"" Akun aku ganti lagi dari awal ,,banyak alasan j jadi ga nyaman gak ada perubahan sama sekali",1
TOP MARKOTOP,4
B aja,5
Game semua umur,5
Banyak yg toxic tpi seru tambahin alok dong moonton kerja balmon,5
Good,5
ML buruk karna dikasih temen mintak ampun botnya pangkat aku aja turun sampai elit padahal hampir epik mala kala terus sampai kan ke garena yang bot itu jangan disatukan sama orang yang berusaha menang,1
haha,5
"apalah kenapa setiap pertengahan pertandingan selalu aj ngeleg ping merah teruss,hmprr mlas memainkan nya",3
Apa tujuan apdet ni . Kok mkn berat sihh .bkn mkn enteng,2
"Game seru, mantap, uji nyali, menantang adrenalin🔥",5
mines jaringan saja,5
Klo ada glorynya magic cees baru bintang 5,4
Sistemnya pertandingan nya gak sesuai sudah ke mitic,5
Gameplay yang seru,4
"Gamenya bagus cocok untuk mengkeluarkan rasa stress, mohon untuk MOONTON perbanyak event event yang gratis dengan menyelesaikan misi karena kalau begitu bisa menaikkan motivasi dalam bermain game ini.",4
Good,5
"Sistem nonton ndak jelas, tim mityc serasa epic musuh glory",1
"Game apa ini? Mau main game buat have fun malah setiap maen dpt tim gaje ngerank di rank legends malah setim legenda rasa epic abadi, katanya game yang adil? adil gmna? adil dri mnanya? mending maen game sebelah maen ini game malah buat orang emosi by moonton.",1
"Game nya makin gak jelas , jual grafik doang , pemainya random bgt , masa di kasi lose kalo gk combak",1
👍👍👍👍👍👍🔥🔥🔥🔥🤙🤙🤙🤙🤙🤙🔥🔥🔥🔥👍👍👍👍🗿🗿🗿🗿🗿🙀🙀🙀🤙🤙🤙🤙🤙😬😬😬👍👍👍,5
Ml g adil ngasih tim cupu cupu ngasih lawan yg suhu suhu lama lama Stres niat main ml biar jago malah jauh beda dri harapan,1
Bagus 👍👍👍👍,5
game jelek,2
"Moonton haram baru naik rank lagi turun naik rank lagi turun menyusahkan ml haram asu udh di updute eh malah semakin berat wuuuu ml asu,klo gak bisa buat game jangan buat game asu",1
"saya punya salah apa ke moonton, sampe di kasih tim yang pada gak bisa maen, sedangkan musuh sangat jago sekaliii",1
Bagus,1
Gak banget,1
Game tai,2
Seru,5
Perbaiki dulu jaringan jangan mikirin uang muluk minimal bikin player happy lah ping tiba² naik muluk padahal jaringan 4G.,1
good,5
seru dan sangat menghibur,5
game setan tolol,1
Kadang dpat tim yg ga seimbang,4
Game ini sangat mudah untuk push rank semoga moonton jaya selalu,5
Monton bab1 lu ngasih tim tolol,1
Mbuh,1
Am ok am ok kencang kincana,5
Tolong update besar lagi dong,1
Tolong di permudah lagi buat dapat koin nya,4
Mantap pokoknya,5
"Monton koccoookk, game gua ngeleg mulu pas uda di in game, ram hp q 6, jaringan bagus, tapi selalu lag kalok uda di mytik, kocok ko nonton",5
Ini gem seru banget,4
Please... Hilangin dark system' nya,1
Bagus,5
Kayak tai,1
Permainan yang sangat bagus sekali bahkan bisa untuk mencari duit,5
Makin lama makin ringan,5
"Dulu seru sekarang banyak player jokian, terys sekali main malah feeder mulu",3
Untuk saat ini.. ini yang paling saat,4
Game nya bagus tpi banyak lelaki brensek yg mengaku singel padahal sudahh punya istri/keluarga,5
"Tolong lah monton kalok ngasi tim itu yang sesuai jangan berat sebeleh,capek main di trol",1
Matchmaking yang sangat buruk,1
"Maaf sebelumnya, kemarin itu bukan saya",5
Game burik cuma ada rumput sama batu doang,1
Gamee paling gg buat gw asik soalnya,5
"KENAPA YAA ANALOG DARI DEVICE RAME 3/4 SUKA EROR KALO METEMU MUSUH SEPRRTI GLO,MELISA,CHANGE,FARAMIS? BUKAN DELAY LAGI ERORR?WHY WHYY?",1
Anajy,5
ok,5
"Game nya udh bagus,cuma mau kasi tau klo agak dikurangi tim² nyasar atau dark sistem,capek/stress yg solo Mulu kek aku,jadi aku harap dingertiing Moontod ya:)",4
Game yg sngat bagus,5
"Gua kasih bintang 1 karena drak sistem nya lebih parah dari pada tahun lalu gua kecewa berat!!, gua suka mobile legends udah lumayan lama dan mudah ke mytich tapi , tapi sekarang selalu drak sistem di kasih tim susah di atur",1
Klo war suka lag,5
Ok,5
"Mohon adil saat pemilihan tim karena saat bermain rank pasti ada saja player feed,tlol,troll, mohon agar game nya di buat seimbang agar tidak membuat pemain game ini merasa stress yang membuat kehidupan di dunia nyata ikut hancur dan itu sangat disayangkan,dan jangan terlalu keras hanya pada kata² tertentu,keraslah pada player yang merugikan player lain",2
Gw menyukai GM mobilegen ini,5
Bagus,5
Bed Update,5
Mantap,5
Begitulah,5
Suka bgt sama gme nya,5
"Ini muntun sengaja apa ga pernah ngasih ws. Minimal menang 2 kali aja lo susah bgt, pasti dikasih timnya yg gbs main kalo habis menang sekali",1
P bagus,5
Game ini sangat fantastis kalau epic seru banget100 persen buat game ini Ayo downlot di play stor,2
Terbaik lah,5
Mobile legends saya kenapa ini kok downlod resource saya tidak bisa di hentikan tolong lah monton gimana cara hentikannya hadeh game rusak🗿 dan satu lagi hari ini tanggal 3 november 2023 ini kenapa mobile legend saya gk bisa masuk,1
Tim tidak seimbang,3
Dih,5
God app.,5
Saya suka game inih untuk mengisi waktu luang saya,5
Bagus,5
"Bagus sih,walaupun masih banyak kendalanya,seperti bug bug biasanya dan dengan makin berat,semoga bug bug yg masih ada diperbaiki itu saja,saya kasih rating 5",5
Geme nya bagus makin seru banyak juga hero nya saat mulai juga sudah bagus,5
Nice,5
Monton tolong ini day lose treak 20x maksudnya gimana y Jagan download ml ml ngentod,1
Sangat bagus banget geme ini,5
game nya enak..,5
Game baguss,5
game yg sangat ramah,5
back for revenge,3
Ok,5
Gemnya bagussss bangettttt,5
seru mantap,5
MAKASEH MOONTOT NGEPUSH 12 JAM HASILNYA LOSE STREAK SEMUA,5
Saya sangat suka permainan ini saya akan memberi bintang 5,5
Kenapa ml offline di hapus min???,5
"tolong hapus hero² yg gk kepake, kasihan yg hp kentang kek saya",5
Kren bet makin taun ak main dari 2017 gk nyesel ampe sekarang,5
Marah😡👿,1
Ping login sampe in game kacau balau,3
Tolong kepada Garena jangan ngasi tim publik trol ajg,4
"Maaf sebelumnya, kenapa ya sering sekali saya mendapatkan tim yang ga seimbang sama tim lawan? Dan itu merugikan saya karna saya sering kalah, tolong benarkan, supaya game yang adil 🙂",1
"gajelas game nya, kadang ngasih tim publik yang skill nya ga setara sama musuh apalagi pas udah mau myhtic nyusahin banget 😒😒",4
Bagus sekali dan gerafik bagus,5
mantap,5
Siap,5
Permainan ml sangatlah bagus,5
"Saya berharap kepada moonton berikan saya musuh seimbang bukan yg pro ya itu saja, saya bosan defeat terus. Dan saya sangat kesal kenapa karena saat saya main pasti ada lag GK ngotak padahal paket data masih banyak, sinyal bagus awas tidak di perbaiki ya. semoga di perbaiki agar semua player mau memainkan game ini ya, kalau GK di perbaiki ya saya unistal aja ya moonton 😥😥😥",1
"Game busuk. Saya dilaporkan feeding dengan sengaja, padahal memang bertugas sebagai exp dan team kurang kompak. tidak ada pembelaan diberikan oleh moonton, yang ada langsung dihukum berat. Sungguh tidak ramah",1
"Mantap Tolong tambah kan hero Bernama :kaptenlear Campuranhero yang bernama :alucar skin legenbs,trigrel skin terakhir,alucar skin terakhir ,argus skin terakhir, rafaela skin terakhir Alat kelamin:Laki-laki Kekuatan:ada 5. Tembakan solar,teleprtasi,menghilang,perisai sambil memakai pedang,pedang berubah menjadi pistol Senjata yang di pakai bertempur:pedang,pistol Tambahan:Menghilang nya sama sekali tidak kelihatan Nama pembuat saran ini : Davin",5
Wow,5
ml baik hati,1
Kau sehat mobile legend? Dikasih tim bocil hingga losestreak 15x Apk apa ini,1
Game bangsatt,1
Bagus bang gamenya,5
SAYA SANGAT SUKA GAME INI KARENA SERU DAN MENYENANGKAN SEMOGA KEDEPANNYA GAME INI BISA LEBIH BAGUS DAN LEBIH ADIL UNTUK DIMAINKAN👍👍👍,5
Mohon di perbaiki sistemnya,1
mantap monton,5
Baguuuuuuussssss,5
Bagus bgt deh,5
Game moba yg keren bgt,5
"Game ga jelas, dapat tim beban semua mati diatas 6, ngasih musuh yang setara kek, kalo gak ya minimal bot🗿hehehhe.",2
Gilang,1
Game rusak updet trus Main kaga seimbang Jangan donlod game ini,5
good,5
Game yg tidak di sarankan jangan di coba nanti kena dark sistem,1
Bguss,5
Malki 😎😎 ml mapagadasuy di,5
Sangat bagus,5
Gem haram dakr sistem mulu gw mau mytik,1
Monton giliran cewek komentar negatif dibalas emang pilih kasih,1
"Banyak drak sistem gk suka aku Ni Game Buat emosi aja, GAMA PIGGY",2
"Game yang sangat keren, saya menemukan player yang sangat sopan ramah dan baik",5
Mantap,5
game nya udh bagus cuma suka heran data daleman nya suka hilang,5
Bagus👍,5
"Komunitas toxic sama kalo dapet tim yang memiliki skill dibawah player Elite tapi musuh nya mengetahui rotasi item dan hal hal seperti mikro dan makro, ama abis di up bukannya bug nya ilang malah nambah mulai dari analog yang pindah sendiri padahal udah ngaktifin biar analog nya posisi tetap, kasih tim dan musuh dengan skill yang sama jadi game lebih menyenangkan tidak seperti dulu susah karena lawan tapi sekarang susah karena tim , #bintang1",1
geam yg luar biasa,5
Ok,5
Seru banget,5
Aplikasi ini sangat seru,5
"Cuma satu, tolong kasih tim itu yang mainnya bener, jago, dan kompak (seimbang). Keluhan hanya itu tetapi keluhan tersebut sangat berpengaruh pada rank saya, karena itu saya kasih bintang 1",1
"Overall baik, keren, tapi tolong matchmakingnya 😭😭😭😭😭",5
Moonton knp kasih saya menang kalah menang kalahhh,1
Kenapa dah grafik nya tiap diturunin pas naik harus donlod data grafis lgi?????,2
"Kalian performa ini itu,,hapus ini saja ini game aman,ini memang setingan nya begitu biar kalian penasaran,dasar bocil oon,kalau gak percaya terusaja main,kalian hanya lihat di mpl aslinya ya seperti yang kalian lihat di game,mending nonton kartun bikin ketawa,ini game pembodohan,memang game setan,,hapuss hapusss hapuss,game gak guna",1
Mantap benar deh kalo udah jadi anak kecil,5
Perbaiki lag nya,5
Pepekkkkkki,1
Jangan kasih ketemu sama dark sistem Mulu moonton,2
"bagus banget tapi tolong bikinin Hero yang kuat ,keren,bagus dan sakit",4
Aki mejukaiya,5
Keren,5
"Anjingg babiii loooo, bgnsat. Loo babiii baii lo mlll",1
Tim ampas ton yg saya dapet,5
Kerennnnnn¡!!!!¡!!!!!¡,5
Bagus,5
Nice,5
Nice,5
Saya suka memainkannya,5
🅑🅐🅖🅤🅢,5
Ws donggg,5
"Bermain yang adil menang/kalah tergantung tim maupun tim solo, saya atas nama ""fransisko koko"" berumur 36 tahun sudah punya anak dan cucu sangat menyukai game ini tetapi saya pro mage",5
lumayan baguss cumn mlsnya banyak player so jago padahal mainnya aja ga bener,4
ngelag ngntod,1
Game burut gapernah dikasih,1
Gme ny sru tapi tolong lahh ban bocil bucin,5
Geam sampah,1
Game burik tim tolol,1
keredit skor ku dikit kontolll geme burikk,1
Jangan ada dark sistem napa konto,1
AKU suka mobile Legends bang bang,5
Game asu gmbya goblok dark system gjls.,1
Mantap,5
"Terimakasih karna game ini sudah menemani saya untuk hiburan Masukan dari saya, setiap akun di golongkan berdasarkan riwayat pertandingan nya, akun yang banyak dilaporkan buruk dibedakan dengan akun yang tidak sering di laporkan setelah pertandingan, karna saya bosan ketemu random yang toxit dan troll saat main 🙏",5
Good game,5
sangat bagus,5
Kok setelah di perbaru gak bisa masuk ya padahal keceptan wifinya 50mb,2
Keren,5
Nice,3
Banyak bug,1
"Sinyal dropp trus merah trus padahal jaringan bagus hedehh, benerin dong bang",4
"Woi monoton,hapus drak sistem mu anj*ng",1
Nice 👍🏻,4
Lose streak sama daark sistem trs monoton terima kasih,1
Masalah jaringan tolong lah min diperbaiki jangan cuan mulu,1
Bisa ga monton kasih Tim and lawan yang setara?,5
"Ini bug apa lagi sih, login pake wifi gak bisa, login pake 4G juga ga bisa malah yang bisa login pake 3G, yareh yarehhh, gimana sihhh?",4
Tolong dari sistem hapusb,4
"Untuk mode magic chees lebih baik di pisah kan aplikasinya ,karna trrlalu berat kalau hanya menggunakan 1 apk",3
Semakin apdet semakin jaringan nya lmot plis lah monton karna saya di kampung tolong lah jaringan nya di percepat,2
Mantap,5
Saya suka mobilegens ini dan ada diamonkuning saya ber ret 5 kasih saya diamon monton plis,5
Berat banget datanya GK cukup ruang,1
"Awal nya saya suka banget game ini, tapi lama kelamaan bukan nya menghibur maen game ini, mala makin emosi, makin lama makin banyak yang noob,yang afk, tolong dong diklarifikasi lagi, kasian sama yang serius,mereka susah payah untuk ndapatin bintang,dibedain dong mana yang baru maen sama yang udah lama. Terimakasih",1
Gimana sih saya daunlat tapi ga jadi jadi Tolong di perbaiki engko in juan,1
Sangat memuaskan,5
Seru gemenya dan aku menang terus,5
Mantap,4
Good,4
Oke,5
KASIH TIM YANG BENER DIKIT NAPA NGENT0D,1
"Saat aku sampai Epic mesti Dapet musuh kompak ples jago,lah tim gua sendiri biasanya ngetroll gak kompak jungler 2,nah terus jaringan nya padahal udah bagus pake data malah jaringannya rusak,gua terpaksa afk,pas mau Epic IV malah dapet tim gak jelas,Pas main draft,pick nya gak jelas anjir biasanya mm 2,tolong perbaiki min",1
Monton ko kasi saya win la capek gue setiap main kalah mulu. Capek gue monton tiap main gendong anak anak lol 😂😂😂,5
Moontod,1
Aku raja,5
Bolehlah,5
Ok,4
Game nya bagus dan seruu,5
Semakin seru dengan tampilan grafiknya,5
tiap maen rank tim nya bot semua dark system lu ganggu moontod.kasih lah tim yang gg moontod,5
Saya kasih bintang 5 karena geme seru tapi tolong musuh ya bot dikit supaya saya bisa naik metik,5
"Perbaiki Ping yang sering nge jump pas main, server diperbaiki lagi dan jangan sampai lah pas main dapet team yang sesuai dengan harapan. Ujung-ujungnya Kalah kan :(",5
Sangat bagusss,4
Sangat bagus,5
Mantul,5
Sangat bagus,5
Game njjg bikin orang setres,1
Om moonton gua udah kill 11 mati 1 assit 3 kok ngga mvp yang mvp kill 8 mati 0 asist 8 gimana sih om syang bener dong,5
"mohon diperbaiki untuk matching up nya agar lebih balance, karena sering ditemukan musuh yg terlalu berat dan tidak sesuai kemampuan pribadi 🙏",5
Taek lu lol,1
Bagus. Bertahun tahun main game ini,5
Good,5
GAMENYA KALAU AFK 5KALI LANGSUNG NURUN,5
Game gak ada otak,1
makin berat,3
Sangat menyenangkan,5
"Moonton tolong perbaiki jaringan, sekarang main mobile legend sangat 'berat' sering banget patah-patah padahal ping hijau",5
Mohon machtmaking nya di sesuai kan,4
Permainan yang sangat bagus,4
Jaringanya harus diperbaiki,3
Saya menyukai,5
"Game nomor 1 ga ada obat seru buat mabar sama bikin puas,marah,senang dan lain lain ya ini game top banget 🤩",5
Perbain dikit lah monton guwa login kaga masuk masuj pdhl kuota Bru beli jringn lncr hdeh. :),3
Seru,5
Pemain Solo acak tim sistem dark asalan,5
"Game kntl , teman Myanmar terus ,ban lah Myanmar, lawan nya jago semua konyg",1
"Main ML bukanya seneng malah stres,lawan mitic honor,di kasih team legend semua emang hebat",1
Bagus,5
"Sudah cukup bagus sejak diupdate, performaku jadi lebih baik thanks moonton",4
Woi knp ni gw di riport Mulu padahal udh jgo main teman aj yg toxix bgu kali lah ni game main kurangin skor aj gblok²,5
Sangat bagus,5
Monton kau SGT anjeng. Udh 5x bingo tetap ga dpt. ga guna kau njeng lh,1
Sangat bagus geme in,5
Nice,5
"Tolong diurus montoon soal jaringan,,dan ngebuggg makasih tetap semangat🙏",1
Ry Tuh E Ehkrfmm,5
klo buatt game tolong yang bener timnya cari yang imbang biar puas semua player main ini sistemnya kagak beres bagusin inibgame buat game yang bener lama lama klo sistemnya masiih gtu game ini bakalan sepi tolong di perbaiki monton tim nya ngasih tim yang bener babi game bagus sitem buruk perbaiki klo gini teruus lama lama ml sepi woi beneerin sistem nya babi bikin game yang bner lah asu cape gua dark sistem mulu,1
Keren,5
Update berikut nya tolong sesuaikan tim dan lawan karena saya terkena drak system' Mulu anji,1
Cakep,4
dari bintang 4 turun ke bintang 2. karena sering lag. padahal sinyal jaringannya full. kapasitas penyimpanan masih banyak. dan spesifikasi handphone memadai,4
Aku senang dengan hati,5
Apaaan sihhg montonnnn lagi mls main telat pick gara 2 di panggil mlh di pake in lance gw ya otomatis ga bisa main serius lah otomatis afk salah ga afk di riport hbis itu mlh di turunin kredit skor nya cuihhhh mls main mlh di pake in lance,2
"Grafik makin bagus, cuma kadang masih lag walaupun sinyal bagus",4
game apanih kok seru banget,5
Moonton kasih event yang lebih menarik lagi,5
Kok setelah pembaruan sinyalnya lag terus gimana ini benerin dong..dan setelah pembaruan ini saya jadi kalah terus gimana sih mntong,5
Keren,5
Keren,5
"percayalah kawan dark sistem itu ada , masa iya dapat musuh ex mytic bintang 60 lah dapat kawan tier tertinggi legend 1 , moonton ngerii . pensiipensii",1
Bagus,5
Mantap,5
Matchmaking masih acak2an,2
Good,5
emosi bet dikit lagi lejen eh Nemu lance Indomaret kontoiioioool,1
Montoon boleh buatin skin one piece buat para Hero mlbb boleh nggak sih.,5
Gila seru 👍,5
Keren,5
"Kenapa saya tidak bisa masuk di .MLBB dikit2 ,AFK ,padahal jaringanya buruk nih say kasih bintang liam,5 biar kalian puas. lebih baik main FF ni .frefire. jika. MLBB begini teru",5
